نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,سكني,الرياض,العلا,شمالية,1627,1455.0,2367285
أرض,سكني,الرياض,النهضة,جنوبية,1089,2850.0,3103650
أرض,سكني,الرياض,النرجس,شمالية,300,5500.0,1650000
أرض,سكني,الرياض,الرياض,غير معروف,2600,2400.0,6240000
أرض,سكني,الرياض,الناصرية,غير معروف,2600,2400.0,6240000
أرض,سكني,الرياض,الرياض,شرقية,900,4000.0,3600000
أرض,سكني,الرياض,ظهرة لبن,جنوبية غربية,400,4000.0,1600000
أرض,سكني,الرياض,ظهرة لبن,شمالية,692,4000.0,2768000
أرض,سكني,الرياض,ظهرة لبن,جنوبية,450,3100.0,1395000
أرض,سكني,الرياض,النظيم,غربية,590,3100.0,1829000
أرض,سكني,الرياض,النسيم الغربي,جنوبية,875,1800.0,1575000
أرض,سكني,الرياض,أم الحمام الغربي,غربية,600,2667.0,1600200
أرض,سكني,الرياض,ظهرة لبن,شمالية,450,2667.0,1200150
أرض,سكني,الرياض,ظهرة لبن,غربية,600,2667.0,1600200
أرض,سكني,الرياض,ظهرة لبن,غربية,600,2667.0,1600200
أرض,سكني,الرياض,الرمال,جنوبية,372,3100.0,1153200
أرض,سكني,الرياض,ظهرة لبن,شمالية,2400,3100.0,7440000
أرض,سكني,الرياض,النسيم الغربي,جنوبية,875,1900.0,1662500
أرض,سكني,الرياض,ظهرة لبن,جنوبية,450,3100.0,1395000
أرض,تجاري وسكني,الرياض,طويق,جنوبية,3600,3500.0,12600000
أرض,تجاري وسكني,الرياض,طويق,جنوبية,3600,3500.0,12600000
أرض,تجاري وسكني,الرياض,القيروان,شمالية,692,6400.0,4428800
أرض,تجاري وسكني,الرياض,البرية,جنوبية,330,6400.0,2112000
أرض,تجاري وسكني,الرياض,عرقة,غربية,1400,5857.0,8199800
أرض,تجاري وسكني,الرياض,العارض,غير معروف,7420,4000.0,29680000
أرض,تجاري وسكني,الرياض,ضاحية نمار,شمالية,450,4000.0,1800000
أرض,تجاري وسكني,الجبيلة,عقرباء,شمالية,450,4000.0,1800000
أرض,تجاري وسكني,الجبيلة,عقرباء,جنوبية شرقية,625,4000.0,2500000
أرض,تجاري وسكني,الرياض,العلا,غير معروف,17927,1500.0,26890500
أرض,تجاري وسكني,الرياض,المصيف,شمالية,1270,4500.0,5715000
أرض,تجاري وسكني,الرياض,المصيف,جنوبية,350,4000.0,1400000
أرض,سكني,الرياض,النسيم الغربي,شمالية غربية,625,2400.0,1500000
أرض,سكني,الرياض,العارض,شمالية غربية,1064,5500.0,5852000
أرض,سكني,حريملاء,الرياض,غربية,325,5800.0,1885000
أرض,سكني,الرياض,النسيم الغربي,شمالية غربية,625,2400.0,1500000
أرض,سكني,الرياض,الرياض,جنوبية,450,3000.0,1350000
أرض,سكني,الرياض,الرياض,جنوبية,450,3000.0,1350000
أرض,سكني,الرياض,الرياض,جنوبية,450,2889.0,1300050
أرض,سكني,الرياض,عريض,جنوبية,486,2889.0,1404054
أرض,سكني,الدرعية,سدوس,شرقية,625,2889.0,1805625
أرض,سكني,الرياض,الرياض,شمالية,759,1750.0,1328250
أرض,سكني,الرياض,العارض,جنوبية غربية,775,1305.0,1011375
أرض,سكني,الرياض,الدار البيضاء,شرقية,910,1270.0,1155700
أرض,سكني,الرياض,الدار البيضاء,شمالية,1050,1450.0,1522500
أرض,سكني,الرياض,الرياض,جنوبية,750,1450.0,1087500
أرض,سكني,الرياض,الملز,غير معروف,1148,920.0,1056160
أرض,سكني,الدرعية,العيينة,شرقية,390,2600.0,1014000
أرض,سكني,الرياض,المهدية,جنوبية,400,2750.0,1100000
أرض,سكني,الرياض,النرجس,جنوبية شرقية,475,4700.0,2232500
أرض,سكني,الرياض,المهدية,شمالية,460,2550.0,1173000
أرض,سكني,الرياض,ضاحية نمار,شمالية,460,2550.0,1173000
أرض,سكني,الرياض,العارض,شمالية غربية,840,2550.0,2142000
أرض,سكني,الرياض,العوالي,شرقية,778,2550.0,1983900
أرض,سكني,الرياض,الرياض,شمالية شرقية,540,5000.0,2700000
أرض,سكني,الرياض,نمار,غربية,314,5000.0,1570000
أرض,سكني,الرياض,ظهرة لبن,غربية,314,5000.0,1570000
أرض,سكني,الرياض,ظهرة لبن,جنوبية,1200,3000.0,3600000
أرض,سكني,حريملاء,الرياض,شمالية,780,1335.0,1041300
أرض,سكني,الرياض,عريض,شمالية,780,1335.0,1041300
أرض,سكني,الرياض,القيروان,غير معروف,2100,1335.0,2803500
أرض,سكني,الرياض,ظهرة لبن,غربية,900,3200.0,2880000
أرض,سكني,الرياض,القيروان,غير معروف,2100,3200.0,6720000
أرض,سكني,الرياض,الرياض,غير معروف,2100,3200.0,6720000
أرض,سكني,الرياض,ظهرة لبن,غربية,900,3300.0,2970000
أرض,سكني,الرياض,حطين,شمالية غربية,1000,3300.0,3300000
أرض,سكني,الرياض,حطين,شمالية,910,6500.0,5915000
أرض,تجاري,الرياض,ظهرة لبن,شمالية,930,2500.0,2325000
أرض,تجاري,الرياض,ظهرة لبن,شمالية,930,2500.0,2325000
أرض,تجاري,الرياض,ظهرة لبن,غربية,900,2222.0,1999800
أرض,تجاري,الرياض,النرجس,شمالية,916,3820.0,3499120
أرض,تجاري,الرياض,القادسية,شرقية,543,2300.0,1248900
أرض,تجاري,حريملاء,الرياض,شمالية غربية,736,2300.0,1692800
أرض,تجاري,الرياض,الملك فيصل,شمالية شرقية,900,4500.0,4050000
أرض,تجاري وسكني,الرياض,الملك فيصل,شمالية شرقية,900,4500.0,4050000
أرض,تجاري وسكني,الرياض,الروضة,غربية,660,4500.0,2970000
أرض,تجاري وسكني,الرياض,الرياض,شمالية شرقية,900,1300.0,1170000
أرض,تجاري وسكني,حريملاء,الرياض,غربية,750,1400.0,1050000
أرض,سكني,حريملاء,الرياض,جنوبية,780,1283.0,1000740
أرض,سكني,حريملاء,الرياض,شرقية,430,3300.0,1419000
أرض,سكني,حريملاء,الرياض,جنوبية,780,1415.0,1103700
أرض,سكني,حريملاء,الرياض,شمالية,780,1283.0,1000740
أرض,سكني,الرياض,عريض,غير معروف,2500,3500.0,8750000
أرض,سكني,الرياض,عريض,جنوبية,2500,1280.0,3200000
أرض,سكني,الرياض,الرياض,شمالية غربية,750,4000.0,3000000
أرض,سكني,الرياض,الرياض,شمالية شرقية,750,4000.0,3000000
أرض,سكني,الرياض,المغرزات,شرقية,713,4000.0,2852000
أرض,سكني,الرياض,الربوة,جنوبية غربية,350,4600.0,1610000
أرض,سكني,الرياض,اليرموك,جنوبية,1089,3400.0,3702600
أرض,سكني,الرياض,ظهرة لبن,شرقية,452,2500.0,1130000
أرض,سكني,الرياض,الرياض,شمالية,750,3333.0,2499750
أرض,سكني,الرياض,ظهرة لبن,شمالية,1200,1400.0,1680000
أرض,سكني,الرياض,ظهرة لبن,شمالية,1200,1400.0,1680000
أرض,سكني,الرياض,ضاحية نمار,شمالية,887,1200.0,1064400
أرض,سكني,الرياض,ظهرة لبن,جنوبية غربية,1400,1604.0,2245600
أرض,سكني,الرياض,الوزارات,جنوبية غربية,1400,1604.0,2245600
أرض,سكني,الرياض,طريق النفود,شمالية غربية,1050,2095.0,2199750
أرض,سكني,الرياض,ضاحية نمار,شرقية,864,1274.0,1100736
أرض,سكني,الرياض,ضاحية نمار,شرقية,864,1274.0,1100736
أرض,سكني,الدرعية,العيينة,شمالية,500,2500.0,1250000
أرض,سكني,الرياض,النرجس,شمالية,900,2500.0,2250000
أرض,سكني,الرياض,الرياض,غربية,900,1900.0,1710000
أرض,سكني,الرياض,المهدية,شرقية,450,3444.0,1549800
أرض,سكني,الرياض,النرجس,شمالية,363,4800.0,1742400
أرض,سكني,الرياض,القيروان,غربية,559,5800.0,3242200
أرض,سكني,الرياض,القيروان,جنوبية شرقية,1373,5800.0,7963400
أرض,سكني,الرياض,المشرق,شرقية,1021,1000.0,1021000
أرض,سكني,الرياض,المشرق,جنوبية,450,5000.0,2250000
أرض,سكني,الدرعية,العيينة,جنوبية,780,3250.0,2535000
أرض,سكني,الدرعية,العيينة,جنوبية,825,3250.0,2681250
أرض,سكني,الرياض,المهدية,غير معروف,450,3111.0,1399950
أرض,سكني,الرياض,الرياض,جنوبية شرقية,1080,6100.0,6588000
أرض,سكني,الرياض,الرياض,غربية,390,3300.0,1287000
أرض,سكني,الرياض,الخير,شمالية غربية,960,2185.0,2097600
أرض,سكني,حريملاء,الرياض,شرقية,750,2150.0,1612500
أرض,سكني,حريملاء,الرياض,غربية,750,2000.0,1500000
أرض,سكني,الرياض,النرجس,غربية,412,4900.0,2018800
أرض,سكني,حريملاء,الرياض,شرقية,418,4900.0,2048200
أرض,سكني,الرياض,حطين,غير معروف,1988,10500.0,20874000
أرض,سكني,الرياض,الرياض,جنوبية,225,10500.0,2362500
أرض,سكني,الرياض,الرياض,شرقية,900,1250.0,1125000
أرض,سكني,الرياض,المهدية,شرقية,450,2555.0,1149750
أرض,سكني,الرياض,ظهرة لبن,شمالية,1200,1667.0,2000400
أرض,سكني,الرياض,حطين,غير معروف,2000,8500.0,17000000
أرض,سكني,الرياض,الرمال,غير معروف,2246,4000.0,8984000
أرض,سكني,الرياض,منفوحة,جنوبية,8058,1200.0,9669600
أرض,سكني,الرياض,ظهرة لبن,جنوبية,900,1222.0,1099800
أرض,سكني,الرياض,الملقا,جنوبية,1292,6695.0,8649940
أرض,سكني,الرياض,السلام,شمالية,350,3700.0,1295000
أرض,سكني,الدرعية,العيينة,شمالية,937,2350.0,2201950
أرض,سكني,الرياض,الندى,شرقية,499,6300.0,3143700
أرض,سكني,الرياض,النرجس,غربية,810,4200.0,3402000
أرض,تجاري,الرياض,ظهرة لبن,شمالية غربية,900,2050.0,1845000
أرض,تجاري,الرياض,الشفا,غربية,675,1500.0,1012500
أرض,تجاري,الرياض,المهدية,غربية,675,1500.0,1012500
أرض,تجاري,الرياض,المهدية,شمالية,299,3350.0,1001650
أرض,تجاري,الرياض,بنبان,شرقية,800,1625.0,1300000
أرض,تجاري وسكني,حريملاء,الرياض,شمالية,3000,1700.0,5100000
أرض,تجاري وسكني,الرياض,العارض,شمالية,630,4500.0,2835000
أرض,تجاري وسكني,الرياض,الخير,شرقية,938,2000.0,1876000
أرض,تجاري وسكني,الرياض,النرجس,شمالية,450,5400.0,2430000
أرض,تجاري وسكني,الرياض,ظهرة لبن,جنوبية,900,1222.0,1099800
أرض,تجاري وسكني,الرياض,النرجس,شرقية,360,4500.0,1620000
أرض,تجاري وسكني,الرياض,ظهرة لبن,جنوبية غربية,1200,1400.0,1680000
أرض,سكني,الدرعية,العيينة,شمالية,750,2600.0,1950000
أرض,سكني,الرياض,بنبان,شمالية,800,2712.0,2169600
أرض,سكني,الرياض,الروضة,جنوبية,900,5778.0,5200200
أرض,سكني,الرياض,المهدية,شمالية,450,2225.0,1001250
أرض,سكني,الدرعية,العيينة,شمالية شرقية,500,2225.0,1112500
أرض,سكني,الرياض,الحزم,غربية,525,2225.0,1168125
أرض,سكني,الرياض,الحائر,غربية,5769,2225.0,12836025
أرض,سكني,الدرعية,العيينة,شمالية,750,3200.0,2400000
أرض,سكني,الرياض,المهدية,شمالية,536,2600.0,1393600
أرض,سكني,الرياض,المروة,شمالية شرقية,1000,2600.0,2600000
أرض,سكني,الرياض,النرجس,شمالية,1110,1306.0,1449660
أرض,سكني,الرياض,قرطبة,شرقية,1250,6500.0,8125000
أرض,سكني,الرياض,النرجس,شمالية,370,4500.0,1665000
أرض,سكني,الرياض,النرجس,شمالية,370,4500.0,1665000
أرض,سكني,الرياض,المهدية,شمالية,300,3335.0,1000500
أرض,سكني,حريملاء,ملهم,جنوبية,375,3335.0,1250625
أرض,سكني,الرياض,العارض,جنوبية,916,3335.0,3054860
أرض,سكني,الرياض,العارض,جنوبية,300,3335.0,1000500
أرض,سكني,الرياض,ضاحية نمار,شمالية,360,5900.0,2124000
أرض,سكني,الرياض,العارض,شمالية,336,4500.0,1512000
أرض,سكني,الرياض,العارض,جنوبية,336,4500.0,1512000
أرض,سكني,الرياض,النظيم,جنوبية,833,1570.0,1307810
أرض,سكني,الرياض,ظهرة لبن,شرقية,360,2800.0,1008000
أرض,سكني,الرياض,طيبة,شرقية,8664,1100.0,9530400
أرض,سكني,الرياض,ظهرة لبن,شرقية,8664,1100.0,9530400
أرض,سكني,الرياض,الروضة,شمالية غربية,750,4200.0,3150000
أرض,سكني,الرياض,المهدية,شمالية,456,2446.0,1115376
أرض,سكني,الدرعية,العيينة,شمالية شرقية,500,2446.0,1223000
أرض,سكني,الرياض,الخليج,شمالية شرقية,648,2446.0,1585008
أرض,سكني,الرياض,العارض,شمالية,300,4100.0,1230000
أرض,سكني,الرياض,الخليج,شمالية شرقية,648,4100.0,2656800
أرض,سكني,حريملاء,الرياض,جنوبية شرقية,828,4100.0,3394800
أرض,سكني,الرياض,ظهرة لبن,جنوبية,606,1700.0,1030200
أرض,سكني,الرياض,العوالي,جنوبية,660,1700.0,1122000
أرض,سكني,الرياض,النرجس,جنوبية,360,5000.0,1800000
أرض,سكني,حريملاء,الرياض,جنوبية,360,5000.0,1800000
أرض,سكني,الرياض,النرجس,غير معروف,4510,6500.0,29315000
أرض,سكني,الرياض,النرجس,شمالية,2800,6500.0,18200000
أرض,سكني,الرياض,الخير,شرقية,800,2750.0,2200000
أرض,سكني,الرياض,الخير,جنوبية,800,1812.0,1449600
أرض,سكني,الرياض,الخليج,شمالية شرقية,648,3500.0,2268000
أرض,سكني,الرياض,المهدية,شمالية,405,3500.0,1417500
أرض,سكني,حريملاء,الرياض,شرقية,750,1500.0,1125000
أرض,سكني,حريملاء,الرياض,شمالية,1627,1500.0,2440500
أرض,سكني,الرياض,الرياض,شمالية,1627,1500.0,2440500
أرض,سكني,الرياض,الرياض,شمالية,752,1500.0,1128000
أرض,سكني,الرياض,الرياض,شمالية,1627,1500.0,2440500
أرض,سكني,الرياض,الخير,شرقية,750,1450.0,1087500
أرض,سكني,الرياض,اشبيلية,جنوبية شرقية,4733,4500.0,21298500
أرض,سكني,الرياض,المهدية,شمالية,456,4500.0,2052000
أرض,سكني,الرياض,الفلاح,غربية,800,6500.0,5200000
أرض,سكني,الرياض,المحمدية,جنوبية,360,7900.0,2844000
أرض,تجاري وسكني,الرياض,العزيزية,غربية,720,2153.0,1550160
أرض,تجاري وسكني,الرياض,الدفاع,جنوبية شرقية,1225,2000.0,2450000
أرض,تجاري وسكني,الرياض,بدر,جنوبية غربية,874,2000.0,1748000
أرض,تجاري وسكني,الرياض,بدر,جنوبية غربية,874,2000.0,1748000
أرض,تجاري وسكني,الرياض,النسيم الشرقي,شرقية,440,2954.0,1299760
أرض,تجاري وسكني,الرياض,الرياض,شرقية,440,2954.0,1299760
أرض,تجاري وسكني,الرياض,اليرموك,جنوبية,1089,1200.0,1306800
أرض,تجاري وسكني,حريملاء,الرياض,شمالية شرقية,425,7500.0,3187500
أرض,تجاري وسكني,الرياض,الزهراء,شمالية,400,7500.0,3000000
أرض,تجاري وسكني,الرياض,المهدية,جنوبية,450,2990.0,1345500
أرض,تجاري وسكني,الرياض,الملقا,جنوبية غربية,570,7500.0,4275000
أرض,تجاري وسكني,حريملاء,الرياض,غربية,375,7500.0,2812500
أرض,تجاري وسكني,حريملاء,الرياض,شمالية غربية,368,7500.0,2760000
أرض,تجاري وسكني,الرياض,النرجس,شرقية,318,4875.0,1550250
أرض,تجاري وسكني,الرياض,عكاظ,شمالية,794,4875.0,3870750
أرض,تجاري وسكني,الرياض,ظهرة لبن,غربية,450,4875.0,2193750
أرض,تجاري وسكني,الرياض,المصيف,غربية,675,4300.0,2902500
أرض,تجاري وسكني,حريملاء,الرياض,غربية,750,4300.0,3225000
أرض,تجاري وسكني,الرياض,الرياض,جنوبية,864,4300.0,3715200
أرض,تجاري وسكني,الرياض,المصفاة,جنوبية شرقية,420,4300.0,1806000
أرض,تجاري وسكني,الرياض,عريض,شمالية,2205,1150.0,2535750
أرض,تجاري وسكني,الرياض,النظيم,شمالية,833,1441.0,1200353
أرض,سكني,الرياض,المهدية,غير معروف,450,3130.0,1408500
أرض,سكني,الرياض,المهدية,جنوبية,2000,525.0,1050000
أرض,سكني,حريملاء,الرياض,شمالية,459,2500.0,1147500
أرض,سكني,حريملاء,الرياض,شمالية,770,8000.0,6160000
أرض,تجاري وسكني,الرياض,القيروان,غير معروف,880,7000.0,6160000
أرض,سكني,الرياض,الوادي,جنوبية غربية,270,6000.0,1620000
أرض,سكني,حريملاء,الرياض,جنوبية,398,6000.0,2388000
أرض,سكني,الرياض,عريض,شمالية غربية,432,6000.0,2592000
أرض,سكني,حريملاء,الرياض,جنوبية شرقية,833,1500.0,1249500
أرض,تجاري وسكني,الرياض,بدر,جنوبية,960,1700.0,1632000
أرض,تجاري وسكني,الرياض,المهدية,غير معروف,450,3000.0,1350000
أرض,تجاري وسكني,الرياض,المهدية,غير معروف,450,3000.0,1350000
أرض,تجاري وسكني,الرياض,عرقة,شمالية شرقية,750,3000.0,2250000
أرض,تجاري وسكني,الرياض,البرية,شمالية,630,3000.0,1890000
أرض,تجاري وسكني,الرياض,حطين,شمالية,450,6500.0,2925000
أرض,تجاري وسكني,الرياض,اليرموك,جنوبية شرقية,1170,5000.0,5850000
أرض,تجاري وسكني,الرياض,المهدية,جنوبية غربية,400,3000.0,1200000
أرض,تجاري وسكني,الرياض,الرياض,شرقية,2000,535.0,1070000
أرض,تجاري وسكني,حريملاء,الرياض,شمالية غربية,773,1829.0,1413817
أرض,تجاري وسكني,حريملاء,الرياض,غربية,864,1829.0,1580256
أرض,تجاري وسكني,الرياض,النرجس,جنوبية,1050,1829.0,1920450
أرض,تجاري وسكني,الرياض,النرجس,جنوبية,480,4800.0,2304000
أرض,تجاري وسكني,الرياض,الرياض,غربية,500,4800.0,2400000
أرض,تجاري وسكني,الرياض,ظهرة لبن,جنوبية شرقية,915,2732.0,2499780
أرض,تجاري وسكني,حريملاء,الرياض,شمالية,840,1800.0,1512000
أرض,سكني,الرياض,النرجس,شمالية,800,5000.0,4000000
أرض,سكني,الرياض,الرياض,شمالية,800,5000.0,4000000
أرض,سكني,الرياض,المهدية,شمالية,450,2444.0,1099800
أرض,سكني,الرياض,المهدية,غربية,399,5850.0,2334150
أرض,سكني,الرياض,الرمال,جنوبية,782,1600.0,1251200
أرض,سكني,الرياض,اليرموك,جنوبية,1089,3400.0,3702600
أرض,سكني,الرياض,الجنادرية,جنوبية,3260,3000.0,9780000
أرض,سكني,الرياض,النرجس,جنوبية,875,6175.0,5403125
أرض,سكني,الرياض,النرجس,جنوبية شرقية,333,6500.0,2164500
أرض,سكني,الرياض,اليرموك,جنوبية,1089,3400.0,3702600
أرض,سكني,الرياض,اليرموك,شرقية,1116,1880.0,2098080
أرض,سكني,الرياض,اليرموك,شمالية,600,2416.0,1449600
أرض,سكني,الرياض,اليرموك,شرقية,375,4500.0,1687500
أرض,سكني,الرياض,ضاحية نمار,شمالية,300,4500.0,1350000
أرض,سكني,الرياض,المهدية,جنوبية,403,4500.0,1813500
أرض,سكني,الرياض,المهدية,شمالية,900,4000.0,3600000
أرض,سكني,الرياض,الرياض,شمالية,450,4000.0,1800000
أرض,سكني,الرياض,العليا,غربية,250,5000.0,1250000
أرض,سكني,الرياض,العليا,غربية,250,5000.0,1250000
أرض,سكني,الرياض,العليا,جنوبية,900,5000.0,4500000
أرض,سكني,الرياض,غرناطة,شرقية,700,5000.0,3500000
أرض,سكني,الرياض,النخيل,جنوبية,900,13333.0,11999700
أرض,سكني,الرياض,القيروان,جنوبية,599,6011.0,3600589
أرض,سكني,حريملاء,الرياض,جنوبية شرقية,978,1800.0,1760400
أرض,سكني,الرياض,اليرموك,شرقية,750,3450.0,2587500
أرض,سكني,الرياض,الرياض,شمالية غربية,450,3450.0,1552500
أرض,سكني,حريملاء,الرياض,جنوبية,765,3450.0,2639250
أرض,سكني,حريملاء,الرياض,جنوبية شرقية,490,4950.0,2425500
أرض,سكني,حريملاء,الرياض,جنوبية,805,1250.0,1006250
أرض,سكني,حريملاء,الرياض,شرقية,810,1400.0,1134000
أرض,سكني,حريملاء,الرياض,جنوبية شرقية,759,1450.0,1100550
أرض,سكني,حريملاء,الرياض,شمالية غربية,2338,1450.0,3390100
أرض,سكني,الرياض,السعادة,جنوبية غربية,719,2000.0,1438000
أرض,سكني,الرياض,السعادة,جنوبية شرقية,670,4800.0,3216000
أرض,سكني,الرياض,الرياض,شرقية,2520,1800.0,4536000
أرض,سكني,الرياض,حطين,غربية,525,11000.0,5775000
أرض,سكني,الرياض,غير معروف,شمالية,1440,2450.0,3528000
أرض,سكني,الرياض,الرمال,جنوبية,924,3750.0,3465000
أرض,سكني,حريملاء,الخير,شرقية,4697,2880.0,13527360
أرض,سكني,ضرما,المغرفية,شمالية,10500,2880.0,30240000
أرض,سكني,الرياض,حطين,شمالية شرقية,1050,8572.0,9000600
أرض,سكني,الرياض,الرياض,شمالية شرقية,1050,8572.0,9000600
أرض,سكني,الرياض,الروضة,غربية,751,4000.0,3004000
أرض,سكني,الرياض,الخير,شرقية,375,4000.0,1500000
أرض,سكني,حريملاء,الرياض,جنوبية,360,4000.0,1440000
أرض,سكني,الرياض,العوالي,شمالية,500,4000.0,2000000
أرض,سكني,الرياض,الرياض,شمالية,500,4000.0,2000000
أرض,سكني,الرياض,حطين,شمالية,615,7317.0,4499955
أرض,سكني,الرياض,الريان,جنوبية شرقية,780,6000.0,4680000
أرض,سكني,حريملاء,الرياض,شرقية,810,1400.0,1134000
أرض,سكني,الرياض,الخير,شرقية,750,1500.0,1125000
أرض,سكني,الرياض,المروة,غربية,1210,1500.0,1815000
أرض,سكني,حريملاء,الرياض,شرقية,750,1550.0,1162500
أرض,سكني,الرياض,بدر,شمالية,15730,1400.0,22022000
أرض,سكني,الرياض,بدر,شرقية,809,1400.0,1132600
أرض,سكني,الرياض,الضباط,شمالية,450,3000.0,1350000
أرض,سكني,الرياض,الضباط,جنوبية شرقية,3500,7000.0,24500000
أرض,سكني,الرياض,السلام,غربية,375,4000.0,1500000
أرض,سكني,الرياض,الرياض,شرقية,294,4000.0,1176000
أرض,سكني,الرياض,عريض,شمالية غربية,625,4000.0,2500000
أرض,سكني,الرياض,النرجس,شمالية غربية,900,4000.0,3600000
أرض,سكني,الرياض,النرجس,شمالية,435,5150.0,2240250
أرض,سكني,الرياض,طويق,شمالية,900,5150.0,4635000
أرض,سكني,حريملاء,الرياض,غربية,750,1400.0,1050000
أرض,سكني,الرياض,الروضة,جنوبية,627,4200.0,2633400
أرض,سكني,الرياض,المرسلات,شمالية غربية,625,5500.0,3437500
أرض,سكني,الرياض,الرحمانية,شمالية غربية,580,6000.0,3480000
أرض,سكني,الرياض,المهدية,شمالية,400,3000.0,1200000
أرض,سكني,الرياض,الرياض,غير معروف,500,2600.0,1300000
أرض,تجاري وسكني,الرياض,المهدية,جنوبية,400,3125.0,1250000
أرض,تجاري وسكني,الرياض,الدار البيضاء,شرقية,800,1300.0,1040000
أرض,تجاري وسكني,حريملاء,الرياض,شمالية,799,1500.0,1198500
أرض,تجاري وسكني,حريملاء,الرياض,غربية,308,5200.0,1601600
أرض,تجاري وسكني,حريملاء,الرياض,غربية,437,5200.0,2272400
أرض,تجاري وسكني,الرياض,عكاظ,غربية,437,5200.0,2272400
أرض,تجاري وسكني,الرياض,عكاظ,شمالية غربية,2400,5200.0,12480000
أرض,تجاري وسكني,الرياض,النرجس,شمالية,351,4800.0,1684800
أرض,تجاري وسكني,الرياض,نمار,جنوبية غربية,1200,6500.0,7800000
أرض,تجاري وسكني,الرياض,الرمال,جنوبية غربية,1200,6500.0,7800000
أرض,تجاري وسكني,حريملاء,الرياض,جنوبية,375,6500.0,2437500
أرض,سكني,الرياض,المهدية,شرقية,450,2555.0,1149750
أرض,سكني,الرياض,المهدية,شرقية,450,2555.0,1149750
أرض,سكني,الرياض,طويق,شرقية,870,2555.0,2222850
أرض,سكني,الرياض,الرياض,جنوبية,989,2555.0,2526895
أرض,سكني,الرياض,النرجس,شمالية,450,2555.0,1149750
أرض,سكني,الرياض,ظهرة لبن,غير معروف,900,3000.0,2700000
أرض,سكني,الرياض,ظهرة لبن,جنوبية,2100,523.0,1098300
أرض,سكني,حريملاء,الرياض,شرقية,450,2666.0,1199700
أرض,سكني,الرياض,المهدية,جنوبية,900,1476.0,1328400
أرض,سكني,الرياض,الرمال,جنوبية شرقية,1450,1146.0,1661700
أرض,سكني,الدرعية,العيينة,شمالية,3903,2500.0,9757500
أرض,سكني,حريملاء,الرياض,غربية,840,1785.0,1499400
أرض,سكني,الرياض,عرقة,غير معروف,1250,1785.0,2231250
أرض,سكني,الرياض,عرقة,شمالية شرقية,980,2100.0,2058000
أرض,سكني,الرياض,الرياض,شمالية,200,5800.0,1160000
أرض,سكني,الرياض,النرجس,شمالية غربية,900,4500.0,4050000
أرض,سكني,حريملاء,الرياض,جنوبية,375,4500.0,1687500
أرض,سكني,حريملاء,الرياض,شمالية,2980,3000.0,8940000
أرض,سكني,الرياض,العارض,جنوبية,420,4100.0,1722000
أرض,سكني,الرياض,الملقا,شمالية,590,7200.0,4248000
أرض,سكني,الرياض,المهدية,جنوبية,384,7200.0,2764800
أرض,سكني,الرياض,بدر,جنوبية,1062,2050.0,2177100
أرض,سكني,الرياض,المهدية,جنوبية غربية,625,3500.0,2187500
أرض,سكني,الرياض,شارع سعيد بن عبدالله باقشير,جنوبية غربية,625,4000.0,2500000
أرض,سكني,الرياض,الرياض,شرقية,2000,600.0,1200000
أرض,سكني,الرياض,المهدية,جنوبية,625,4500.0,2812500
أرض,سكني,الرياض,النرجس,شرقية,450,5800.0,2610000
أرض,سكني,حريملاء,الرياض,غير معروف,2400,1650.0,3960000
أرض,سكني,الرياض,الرياض,غير معروف,15797,1600.0,25275200
أرض,سكني,الرياض,ظهرة لبن,جنوبية,400,3750.0,1500000
أرض,سكني,الرياض,ظهرة لبن,غربية,750,3750.0,2812500
أرض,سكني,الرياض,العوالي,جنوبية,750,1867.0,1400250
أرض,سكني,الرياض,العارض,جنوبية,390,4500.0,1755000
أرض,سكني,الرياض,العارض,جنوبية,996,2500.0,2490000
أرض,سكني,حريملاء,الرياض,غربية,375,9000.0,3375000
أرض,سكني,حريملاء,ملهم,جنوبية غربية,625,9000.0,5625000
أرض,سكني,الرياض,المصيف,شرقية,329,4600.0,1513400
أرض,سكني,الرياض,الياسمين,شرقية,496,5500.0,2728000
أرض,سكني,الرياض,طويق,شرقية,496,5500.0,2728000
أرض,سكني,الرياض,النهضة,شمالية,875,3200.0,2800000
أرض,سكني,الرياض,النرجس,شمالية,225,5000.0,1125000
أرض,سكني,الرياض,العارض,شمالية,300,3666.0,1099800
أرض,سكني,الرياض,العليا,شمالية غربية,728,4500.0,3276000
أرض,سكني,الرياض,الضباط,جنوبية,570,2700.0,1539000
أرض,سكني,الرياض,المهدية,غربية,450,2900.0,1305000
أرض,سكني,الرياض,ضاحية نمار,شمالية,889,1237.0,1099693
أرض,سكني,الرياض,الازدهار,جنوبية,1493,13395.0,19998735
أرض,سكني,الرياض,الرياض,جنوبية,225,13395.0,3013875
أرض,سكني,الرياض,الرياض,جنوبية شرقية,225,13395.0,3013875
أرض,سكني,الرياض,اشبيلية,غربية,900,5555.0,4999500
أرض,سكني,الرياض,اشبيلية,غربية,900,5555.0,4999500
أرض,سكني,الرياض,اليرموك,غربية,900,5555.0,4999500
أرض,سكني,الرياض,اليرموك,غربية,900,5555.0,4999500
أرض,تجاري وسكني,الرياض,اليرموك,غربية,900,5555.0,4999500
أرض,سكني,الرياض,العارض,غربية,450,4800.0,2160000
أرض,سكني,الرياض,النرجس,شمالية,300,5550.0,1665000
