نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,تجاري وسكني,الرياض,ظهرة لبن,شرقية,930,1750.0,1627500
أرض,تجاري,الرياض,العارض,غربية,425,6500.0,2762500
أرض,سكني,الرياض,العارض,غربية,425,4900.0,2082500
أرض,سكني,الرياض,العارض,شرقية,900,4000.0,3600000
أرض,سكني,حريملاء,الرياض,شمالية شرقية,667,4000.0,2668000
أرض,سكني,الرياض,العارض,جنوبية,686,5000.0,3430000
أرض,سكني,الرياض,الغدير,جنوبية غربية,1517,6700.0,10163900
أرض,سكني,الرياض,نمار,شرقية,375,6700.0,2512500
أرض,سكني,الرياض,النرجس,شرقية,450,5800.0,2610000
أرض,سكني,الرياض,الرحمانية,جنوبية شرقية,875,6700.0,5862500
أرض,تجاري,الرياض,القادسية,شرقية,2512,2900.0,7284800
أرض,تجاري,الرياض,الرمال,جنوبية غربية,4060,3000.0,12180000
أرض,تجاري,الرياض,المهدية,غربية,450,2700.0,1215000
أرض,سكني,حريملاء,الرياض,جنوبية,750,2666.0,1999500
أرض,سكني,الرياض,النهضة,جنوبية,750,3200.0,2400000
أرض,سكني,الرياض,المنصورة,جنوبية شرقية,1200,1450.0,1740000
أرض,سكني,الرياض,الخليج,شمالية غربية,750,3600.0,2700000
أرض,سكني,الرياض,الخير,شمالية,975,1133.0,1104675
أرض,سكني,الرياض,الخليج,غربية,750,3500.0,2625000
أرض,سكني,الرياض,الخليج,شمالية غربية,750,3600.0,2700000
أرض,سكني,الرياض,الخير,غربية,744,1430.0,1063920
أرض,سكني,حريملاء,الرياض,شمالية غربية,1627,1450.0,2359150
أرض,سكني,الرياض,عريض,شمالية,900,1450.0,1305000
أرض,سكني,الرياض,الزاهر,غربية,2000,1413.0,2826000
أرض,سكني,الرياض,العارض,شمالية,458,3900.0,1786200
أرض,سكني,الرياض,الرياض,جنوبية غربية,15233,350.0,5331550
أرض,سكني,الرياض,الحزم,جنوبية غربية,15233,350.0,5331550
أرض,سكني,الرياض,ضاحية نمار,جنوبية غربية,15233,350.0,5331550
أرض,تجاري وسكني,الرياض,المهدية,شمالية,400,2800.0,1120000
أرض,سكني,الرياض,المهدية,شمالية,2570,850.0,2184500
أرض,سكني,الرياض,المحمدية,جنوبية,405,9000.0,3645000
أرض,سكني,الرياض,الربيع,غربية,375,6700.0,2512500
أرض,سكني,الدرعية,العيينة,شمالية,630,2500.0,1575000
أرض,تجاري وسكني,الرياض,العوالي,جنوبية,900,2700.0,2430000
أرض,تجاري,الرياض,النرجس,شمالية غربية,732,8100.0,5929200
أرض,سكني,الرياض,الهدا,جنوبية شرقية,3890,5000.0,19450000
أرض,سكني,الرياض,شارع العين,جنوبية غربية,900,3333.0,2999700
أرض,تجاري وسكني,الرياض,ظهرة لبن,غربية,900,4000.0,3600000
أرض,سكني,الرياض,عريض,شمالية غربية,900,1450.0,1305000
أرض,سكني,الرياض,النظيم,جنوبية شرقية,750,2000.0,1500000
أرض,سكني,الرياض,النظيم,شرقية,750,1450.0,1087500
أرض,تجاري وسكني,الرياض,المناخ,شمالية شرقية,2927,1500.0,4390500
أرض,سكني,الرياض,الرياض,جنوبية,624,6000.0,3744000
أرض,سكني,الرياض,ضاحية نمار,جنوبية,624,6000.0,3744000
أرض,سكني,الرياض,مطار الملك خالد الدولي,شمالية غربية,411,4000.0,1644000
أرض,سكني,الرياض,المهدية,غربية,537,2500.0,1342500
أرض,سكني,الرياض,الرمال,جنوبية,390,3100.0,1209000
أرض,سكني,الدرعية,العيينة,شرقية,390,2600.0,1014000
أرض,سكني,الرياض,ظهرة لبن,شمالية,400,2750.0,1100000
أرض,سكني,الرياض,ضاحية نمار,شرقية,1062,1000.0,1062000
أرض,سكني,الرياض,الرمال,شمالية,7500,1400.0,10500000
أرض,تجاري,الرياض,الخليج,شرقية,1500,3200.0,4800000
أرض,تجاري,الرياض,النرجس,شمالية,360,4700.0,1692000
أرض,سكني,حريملاء,الرياض,غربية,921,3000.0,2763000
أرض,سكني,الرياض,النرجس,غربية,921,3000.0,2763000
أرض,سكني,الرياض,بدر,غربية,300,5000.0,1500000
أرض,سكني,الرياض,اليرموك,غربية,300,3700.0,1110000
أرض,تجاري,الرياض,المنار,غربية,2530,3800.0,9614000
أرض,تجاري,الرياض,النرجس,غربية,1076,12082.0,13000232
أرض,تجاري,الرياض,طويق,شمالية,870,2000.0,1740000
أرض,سكني,الرياض,الربوة,شرقية,434,4000.0,1736000
أرض,سكني,الرياض,الرياض,جنوبية شرقية,2000,550.0,1100000
أرض,تجاري,الرياض,القادسية,غربية,2400,1700.0,4080000
أرض,تجاري,الرياض,القادسية,شمالية,1246,2000.0,2492000
أرض,سكني,الرياض,الملقا,شمالية شرقية,940,8300.0,7802000
أرض,سكني,الرياض,الربوة,جنوبية شرقية,2500,5000.0,12500000
أرض,سكني,الرياض,المعيزلة,جنوبية شرقية,2500,5000.0,12500000
أرض,سكني,الرياض,المصفاة,شرقية,1600,1000.0,1600000
أرض,سكني,الرياض,الرمال,شرقية,1647,2900.0,4776300
أرض,سكني,الرياض,الرمال,جنوبية,3002,2800.0,8405600
أرض,سكني,الرياض,الحمراء,جنوبية شرقية,2080,8000.0,16640000
أرض,سكني,الرياض,المونسية,جنوبية شرقية,2080,8000.0,16640000
أرض,سكني,الرياض,العقيق,غربية,625,8000.0,5000000
أرض,سكني,الرياض,الرياض,شمالية,2000,700.0,1400000
أرض,تجاري وسكني,الرياض,النرجس,غير معروف,3900,6154.0,24000600
أرض,تجاري,الرياض,المهدية,شمالية,800,2625.0,2100000
أرض,تجاري,الرياض,القادسية,جنوبية,2400,5625.0,13500000
أرض,سكني,الرياض,المعيزلة,جنوبية شرقية,704,2500.0,1760000
أرض,سكني,الرياض,الملك فهد,غير معروف,900,4666.0,4199400
أرض,تجاري وسكني,الرياض,المهدية,شمالية,800,2625.0,2100000
أرض,سكني,الرياض,النرجس,شرقية,375,6500.0,2437500
أرض,سكني,الرياض,النرجس,شمالية شرقية,450,6100.0,2745000
أرض,سكني,حريملاء,الرياض,جنوبية غربية,960,1145.0,1099200
أرض,تجاري وسكني,الرياض,الضباط,غير معروف,3000,5200.0,15600000
أرض,سكني,الرياض,المهدية,شمالية,300,3334.0,1000200
أرض,سكني,الرياض,المهدية,جنوبية,1258,2500.0,3145000
أرض,سكني,الرياض,العوالي,شرقية,900,2400.0,2160000
أرض,سكني,الرياض,العوالي,غربية,904,2400.0,2169600
أرض,سكني,الرياض,الاندلس,جنوبية,501,3500.0,1753500
أرض,سكني,الرياض,النرجس,جنوبية,550,5500.0,3025000
أرض,سكني,الرياض,اشبيلية,شمالية,1050,3400.0,3570000
أرض,سكني,الرياض,المونسية,جنوبية غربية,484,4150.0,2008600
أرض,سكني,الرياض,طويق,جنوبية شرقية,1050,1750.0,1837500
أرض,تجاري وسكني,الرياض,المهدية,جنوبية,1650,4500.0,7425000
أرض,تجاري وسكني,الرياض,لبن,جنوبية شرقية,400,5000.0,2000000
أرض,تجاري وسكني,الرياض,الرمال,جنوبية شرقية,400,5000.0,2000000
أرض,سكني,الرياض,الرياض,شمالية,375,2700.0,1012500
أرض,تجاري,الرياض,العقيق,غير معروف,1650,17500.0,28875000
أرض,سكني,الرياض,العارض,جنوبية شرقية,458,4900.0,2244200
أرض,سكني,الرياض,الملك فيصل,جنوبية شرقية,900,4400.0,3960000
أرض,تجاري,الرياض,الصحافة,شمالية غربية,810,18500.0,14985000
أرض,سكني,الرياض,العارض,جنوبية,476,5000.0,2380000
أرض,سكني,الرياض,العارض,جنوبية,476,5000.0,2380000
أرض,تجاري وسكني,الرياض,ظهرة لبن,شرقية,900,4000.0,3600000
أرض,تجاري وسكني,الرياض,المونسية,شرقية,750,4300.0,3225000
أرض,تجاري وسكني,الرياض,المونسية,غير معروف,11800,338.0,3988400
أرض,تجاري وسكني,الرياض,العقيق,جنوبية,575,6260.0,3599500
أرض,سكني,الرياض,الرياض,شمالية,2520,950.0,2394000
أرض,سكني,الرياض,الربيع,جنوبية,600,6400.0,3840000
أرض,سكني,الرياض,النرجس,شمالية غربية,900,4800.0,4320000
أرض,سكني,الرياض,الملقا,شمالية,412,6250.0,2575000
أرض,سكني,الرياض,حطين,جنوبية شرقية,1400,6720.0,9408000
أرض,سكني,الرياض,النرجس,شمالية,900,5100.0,4590000
أرض,سكني,الرياض,قرطبة,جنوبية,571,4850.0,2769350
أرض,سكني,الرياض,المروج,شمالية شرقية,1144,6119.0,7000136
أرض,سكني,الرياض,النرجس,شمالية,900,5200.0,4680000
أرض,سكني,الرياض,البيان,غربية,576,1780.0,1025280
أرض,تجاري,الرياض,اشبيلية,غربية,930,10000.0,9300000
أرض,تجاري وسكني,الرياض,ظهرة لبن,جنوبية,750,2600.0,1950000
أرض,سكني,الرياض,الجنادرية,غربية,625,2400.0,1500000
أرض,تجاري,الرياض,قرطبة,جنوبية,2112,6500.0,13728000
أرض,تجاري وسكني,الرياض,السلي,جنوبية,2400,2500.0,6000000
أرض,تجاري وسكني,الرياض,سلطانة,جنوبية,2400,2500.0,6000000
أرض,سكني,الرياض,الرمال,غربية,457,2400.0,1096800
أرض,سكني,الرياض,النرجس,شمالية,360,6500.0,2340000
أرض,تجاري وسكني,الرياض,الروضة,غير معروف,1050,7500.0,7875000
أرض,سكني,الرياض,الرمال,جنوبية,610,2213.0,1349930
أرض,تجاري وسكني,الرياض,ظهرة لبن,شمالية غربية,900,2100.0,1890000
أرض,تجاري وسكني,الرياض,الرمال,شمالية,1250,3500.0,4375000
أرض,تجاري,الرياض,العوالي,شمالية شرقية,900,2222.0,1999800
أرض,سكني,الرياض,الخليج,شرقية,700,3300.0,2310000
أرض,سكني,الرياض,الفاروق,شمالية,640,3000.0,1920000
أرض,سكني,الرياض,المروة,غير معروف,2750,1500.0,4125000
أرض,سكني,الرياض,النرجس,جنوبية,1200,5000.0,6000000
أرض,تجاري وسكني,الرياض,الرياض,شمالية شرقية,752,1595.0,1199440
أرض,سكني,الرياض,الحزم,غربية,720,2200.0,1584000
أرض,تجاري,الرياض,الرياض,جنوبية,3900,6500.0,25350000
أرض,سكني,الرياض,الرياض,جنوبية,3541,2300.0,8144300
أرض,تجاري وسكني,الرياض,عكاظ,غير معروف,7936,1450.0,11507200
أرض,سكني,الرياض,الملقا,شمالية شرقية,1000,10000.0,10000000
أرض,سكني,الرياض,شارع عبدالله بن العاص,شمالية,448,4600.0,2060800
أرض,تجاري,الرياض,النسيم الغربي,غربية,7400,3500.0,25900000
أرض,سكني,الرياض,الندى,شرقية,750,6500.0,4875000
أرض,تجاري,الرياض,العارض,جنوبية غربية,900,5500.0,4950000
أرض,سكني,الرياض,ظهرة لبن,غربية,900,2200.0,1980000
أرض,سكني,الرياض,الرمال,شمالية,402,2700.0,1085400
أرض,سكني,الرياض,الرياض,شرقية,2450,2400.0,5880000
أرض,سكني,الرياض,الرياض,شرقية,2450,2400.0,5880000
أرض,سكني,الرياض,الرياض,غربية,1900,1650.0,3135000
أرض,سكني,الرياض,قرطبة,شمالية,1375,4900.0,6737500
أرض,تجاري وسكني,الرياض,ظهرة لبن,جنوبية,824,2100.0,1730400
أرض,تجاري,الرياض,الرياض,شرقية,6000,1000.0,6000000
أرض,سكني,الرياض,بنبان,جنوبية,750,3500.0,2625000
أرض,تجاري وسكني,الرياض,الروضة,شرقية,600,4000.0,2400000
أرض,تجاري وسكني,الرياض,البيان,غربية,1900,2300.0,4370000
أرض,سكني,الرياض,البيان,غربية,5300,2500.0,13250000
أرض,سكني,الرياض,البديعة,جنوبية شرقية,626,1837.0,1149962
أرض,سكني,الرياض,الخليج,جنوبية,750,3300.0,2475000
أرض,تجاري,الرياض,اشبيلية,جنوبية شرقية,1400,6000.0,8400000
أرض,تجاري وسكني,الرياض,اشبيلية,شمالية غربية,891,6000.0,5346000
أرض,سكني,الرياض,الربوة,غير معروف,2508,3500.0,8778000
أرض,سكني,حريملاء,الخير,شمالية,625,2150.0,1343750
أرض,سكني,الرياض,الهدا,جنوبية,3241,5000.0,16205000
أرض,سكني,الرياض,الرياض,جنوبية,3241,5000.0,16205000
أرض,سكني,الرياض,الروضة,غربية,1000,3500.0,3500000
أرض,سكني,الرياض,العارض,شمالية غربية,496,5200.0,2579200
أرض,سكني,الرياض,الروضة,جنوبية,627,4200.0,2633400
أرض,سكني,الرياض,لبن,شمالية شرقية,1050,4500.0,4725000
أرض,سكني,الرياض,العزيزية,شمالية شرقية,2790,2000.0,5580000
أرض,سكني,الرياض,ظهرة لبن,شمالية,2400,3500.0,8400000
أرض,تجاري,الرياض,المروج,شرقية,1000,8000.0,8000000
أرض,تجاري,الرياض,القادسية,غير معروف,1608,3400.0,5467200
أرض,تجاري وسكني,الرياض,الرمال,غير معروف,8100,2550.0,20655000
أرض,تجاري,الرياض,الرمال,جنوبية غربية,2250,1500.0,3375000
أرض,تجاري,الرياض,اليرموك,غير معروف,2880,4500.0,12960000
أرض,سكني,الرياض,العارض,غير معروف,5450,4600.0,25070000
أرض,سكني,الرياض,العارض,غير معروف,5450,4600.0,25070000
أرض,سكني,الرياض,الشرق,غربية,1561,1300.0,2029300
أرض,سكني,الرياض,غير معروف,شمالية شرقية,644,6987.0,4499628
أرض,سكني,الرياض,المهدية,شمالية,456,3400.0,1550400
أرض,تجاري,الرياض,المهدية,جنوبية,900,7600.0,6840000
أرض,تجاري,الرياض,المهدية,جنوبية,900,7600.0,6840000
أرض,سكني,الرياض,الخير,جنوبية,840,1800.0,1512000
أرض,سكني,الرياض,ضاحية نمار,شمالية,880,1380.0,1214400
أرض,سكني,الرياض,البيان,غربية,810,2600.0,2106000
أرض,تجاري وسكني,الرياض,المهدية,شمالية شرقية,900,3334.0,3000600
أرض,سكني,الرياض,المهدية,جنوبية غربية,675,4296.0,2899800
أرض,تجاري وسكني,رماح,الرياض,شرقية,750,1500.0,1125000
أرض,تجاري وسكني,رماح,الرياض,شمالية,500,4300.0,2150000
أرض,سكني,حريملاء,الرياض,غربية,750,2000.0,1500000
أرض,سكني,الرياض,الملقا,غربية,636,7000.0,4452000
أرض,سكني,الرياض,بنبان,جنوبية شرقية,10000,1000.0,10000000
أرض,سكني,حريملاء,ملهم,جنوبية شرقية,10000,1000.0,10000000
أرض,سكني,الرياض,الحمراء,شمالية,1125,5000.0,5625000
أرض,تجاري وسكني,الرياض,الشفا,جنوبية غربية,971,2059.0,1999289
أرض,تجاري وسكني,الرياض,النظيم,جنوبية شرقية,2500,2000.0,5000000
أرض,تجاري,الرياض,الرياض,جنوبية,2000,3500.0,7000000
أرض,تجاري وسكني,الرياض,ظهرة لبن,جنوبية غربية,1050,2380.0,2499000
